date,location_name,deaths_mean,deaths_lower,deaths_upper,totdea_mean,totdea_lower,totdea_upper,deaths_mean_smoothed,deaths_lower_smoothed,deaths_upper_smoothed,totdea_mean_smoothed,totdea_lower_smoothed,totdea_upper_smoothed,confirmed_infections,est_infections_mean,est_infections_lower,est_infections_upper,deaths_mean_p100k_rate,deaths_lower_p100k_rate,deaths_upper_p100k_rate,totdea_mean_p100k_rate,totdea_lower_p100k_rate,totdea_upper_p100k_rate,deaths_mean_smoothed_p100k_rate,deaths_lower_smoothed_p100k_rate,deaths_upper_smoothed_p100k_rate,totdea_mean_smoothed_p100k_rate,totdea_lower_smoothed_p100k_rate,totdea_upper_smoothed_p100k_rate,confirmed_infections_p100k_rate,est_infections_mean_p100k_rate,est_infections_lower_p100k_rate,est_infections_upper_p100k_rate,inf_cuml_mean,inf_cuml_upper,inf_cuml_lower
7/2/20,United States of America,678.8333333,,,129642.3333,,,561.3923322,561.3923322,561.3923322,129261.0624,129250.6998,129273.5952,58173.5,,,,0.206974804,,,39.52766491,,,0.171167299,0.171167299,0.171167299,39.41141624,39.4082567,39.41523745,17.73697337,53.38812923,45.80800905,58.41024616,17166363.21,19842290.33,14655151.9
7/3/20,United States of America,659.0333333,,,130301.3667,,,579.1180303,579.1180303,579.1180303,129840.1805,129829.8178,129852.7132,51462,,,,0.200937827,,,39.72860273,,,0.176571825,0.176571825,0.176571825,39.58798806,39.58482853,39.59180927,15.69065165,54.24627478,46.52848002,59.43905283,17344279.45,20037237.78,14807755.42
7/4/20,United States of America,363.0333333,,,130664.4,,,600.9399468,600.9399468,600.9399468,130441.1204,130430.7578,130453.6532,47692.16667,,,,0.110688072,,,39.83929081,,,0.18322528,0.18322528,0.18322528,39.77121334,39.76805381,39.77503456,14.54123768,55.06332831,47.23340318,60.10020056,17524875.45,20234353.65,14962670.94
7/5/20,United States of America,368.7,,,131033.1,,,625.5193329,625.5193329,625.5193329,131066.6397,131056.2771,131079.1725,49927.66667,,,,0.112415827,,,39.95170663,,,0.190719481,0.190719481,0.190719481,39.96193283,39.95877329,39.96575404,15.22283676,55.83571426,47.93870817,60.77462717,17708004.72,20433681.5,15119899.7
7/6/20,United States of America,425.7,,,131458.8,,,651.3586095,651.3586095,651.3586095,131717.9983,131707.6357,131730.5311,45869.16667,,,,0.129795002,,,40.08150164,,,0.198597821,0.198597821,0.198597821,40.16053065,40.15737111,40.16435186,13.98540896,56.56015587,48.66600739,61.57003522,17893510,20635618.12,15279513.86
7/7/20,United States of America,986.2,,,132445,,,676.599127,676.599127,676.599127,132394.5975,132384.2349,132407.1302,61587.5,,,,0.300690231,,,40.38219187,,,0.206293599,0.206293599,0.206293599,40.36682424,40.36366471,40.37064546,18.77789453,57.23367638,49.422985,62.31270755,18081224.29,20839990.55,15441610.74
7/8/20,United States of America,807.5,,,133252.5,,,699.2038829,699.2038829,699.2038829,133093.8014,133083.4387,133106.3341,60798,,,,0.24620499,,,40.62839686,,,0.21318574,0.21318574,0.21318574,40.58000999,40.57685045,40.5838312,18.5371777,57.85360311,50.00401543,62.88248294,18270971.8,21046231.72,15605613.27
7/9/20,United States of America,1034.5,,,134287,,,717.9426259,717.9426259,717.9426259,133811.744,133801.3814,133824.2767,63506,,,,0.315416796,,,40.94381365,,,0.218899142,0.218899142,0.218899142,40.79890913,40.79574959,40.80273034,19.362841,58.41761849,50.55717571,63.51896358,18462569.16,21254560.41,15771430.05
7/10/20,United States of America,826,,,135113,,,733.0852918,733.0852918,733.0852918,134544.8293,134534.4667,134557.362,69115,,,,0.2518456,,,41.19565925,,,0.223516108,0.223516108,0.223516108,41.02242524,41.0192657,41.02624645,21.07301288,58.92378406,51.03804385,63.85140049,18655826.64,21463979.42,15938823.98
7/11/20,United States of America,735.3333333,,,135848.3333,,,745.9929606,745.9929606,745.9929606,135290.8222,135280.4596,135303.355,61182.66667,,,,0.224201531,,,41.41986078,,,0.227451628,0.227451628,0.227451628,41.24987686,41.24671733,41.25369807,18.65446173,59.37062523,51.60593557,64.26576903,18850549.66,21674757.48,16108080.47
7/12/20,United States of America,451.8333333,,,136300.1667,,,757.7383598,757.7383598,757.7383598,136048.5606,136038.198,136061.0934,59643.66667,,,,0.137762999,,,41.55762378,,,0.231032775,0.231032775,0.231032775,41.48090964,41.4777501,41.48473085,18.18522399,59.75709833,51.9951754,64.57711439,19046540.24,21886556.67,16278613.59
7/13/20,United States of America,426.3333333,,,136726.5,,,768.911474,768.911474,768.911474,136817.4721,136807.1095,136830.0048,59109.66667,,,,0.129988104,,,41.68761189,,,0.234439433,0.234439433,0.234439433,41.71534907,41.71218953,41.71917028,18.02240855,60.08264568,52.4107591,64.88889961,19243598.53,22099378.46,16450509.73
7/14/20,United States of America,936,,,137662.5,,,780.2220207,780.2220207,780.2220207,137597.6941,137587.3315,137610.2268,69699,,,,0.28538436,,,41.97299625,,,0.237887994,0.237887994,0.237887994,41.95323706,41.95007753,41.95705828,21.25107321,60.34722253,53.05448002,65.22929102,19441524.59,22313316.66,16624517.14
7/15/20,United States of America,964.5,,,138627,,,792.7404263,792.7404263,792.7404263,138390.4345,138380.0719,138402.9673,69085,,,,0.294073948,,,42.26707019,,,0.241704828,0.241704828,0.241704828,42.19494189,42.19178236,42.1987631,21.06386595,60.55123206,53.56571641,65.30493462,19640119.75,22527502.96,16800201.3
7/16/20,United States of America,945,,,139572,,,807.1547655,807.1547655,807.1547655,139197.5893,139187.2267,139210.122,76985,,,,0.288128441,,,42.55519863,,,0.246099729,0.246099729,0.246099729,42.44104162,42.43788209,42.44486283,23.47255873,60.6955261,53.90091741,65.6215659,19839188.17,22742727.74,16976984.84
7/17/20,United States of America,926,,,140498,,,823.8251138,823.8251138,823.8251138,140021.4144,140011.0518,140033.9472,72827,,,,0.282335382,,,42.83753402,,,0.251182482,0.251182482,0.251182482,42.6922241,42.68906457,42.69604531,22.20479359,60.78130637,54.13081627,65.63768752,20038537.92,22958005.39,17154522.41
7/18/20,United States of America,896,,,141394,,,842.9371131,842.9371131,842.9371131,140864.3515,140853.9889,140876.8843,66086,,,,0.273188447,,,43.11072246,,,0.257009689,0.257009689,0.257009689,42.94923379,42.94607426,42.953055,20.14947738,60.81003676,54.20457884,65.76949737,20237981.91,23173715.35,17332301.89
7/19/20,United States of America,438,,,141832,,,864.4921125,864.4921125,864.4921125,141728.8436,141718.481,141741.3764,60168,,,,0.133545245,,,43.24426771,,,0.263581761,0.263581761,0.263581761,43.21281555,43.20965602,43.21663676,18.34509208,60.78349135,54.69104687,65.85476252,20437338.83,23389704.97,17511676.9
7/20/20,United States of America,525.8333333,,,142357.8333,,,888.0622948,888.0622948,888.0622948,142616.9059,142606.5433,142629.4387,61964,,,,0.160325437,,,43.40459315,,,0.270768258,0.270768258,0.270768258,43.48358381,43.48042428,43.48740502,18.89268856,60.70377567,54.72194652,65.73492938,20636434.3,23605301.55,17691153.24
7/21/20,United States of America,1110.833333,,,143468.6667,,,912.4344718,912.4344718,912.4344718,143529.3404,143518.9778,143541.8731,65563,,,,0.338690663,,,43.74328381,,,0.278199282,0.278199282,0.278199282,43.76178309,43.75862356,43.76560431,19.99001582,60.57322042,54.99929126,65.85716681,20835101.58,23821299.05,17871539.22
7/22/20,United States of America,1244.333333,,,144713,,,935.6144306,935.6144306,935.6144306,144464.9548,144454.5922,144477.4876,71537,,,,0.379394522,,,44.12267833,,,0.285266801,0.285266801,0.285266801,44.04704989,44.04389036,44.05087111,21.8114754,60.39433341,55.06009711,65.75372627,21033182.15,24036957.29,18052124.62
7/23/20,United States of America,1132,,,145845,,,956.3631963,956.3631963,956.3631963,145421.318,145410.9554,145433.8508,68867,,,,0.345144333,,,44.46782266,,,0.291593054,0.291593054,0.291593054,44.33864295,44.33548341,44.34246416,20.99739822,60.16983061,55.18633245,65.47496592,21230526.4,24251701.25,18233124.06
7/24/20,United States of America,1138,,,146983,,,974.5627168,974.5627168,974.5627168,146395.8807,146385.5181,146408.4135,74398,,,,0.34697372,,,44.81479638,,,0.297142049,0.297142049,0.297142049,44.635785,44.63262546,44.63960621,22.68378807,59.90263218,55.04673409,65.32236098,21426994.29,24465944.7,18413665.64
7/25/20,United States of America,1006.833333,,,147989.8333,,,990.7958229,990.7958229,990.7958229,147386.6766,147376.3139,147399.2093,68007.5,,,,0.306981289,,,45.12177767,,,0.302091487,0.302091487,0.302091487,44.93787648,44.93471695,44.9416977,20.73533854,59.59580811,54.88514149,65.08358083,21622455.86,24679405,18593677.23
7/26/20,United States of America,518.8333333,,,148508.6667,,,1005.800471,1005.800471,1005.800471,148392.477,148382.1144,148405.0098,53726.5,,,,0.158191153,,,45.27996883,,,0.306666372,0.306666372,0.306666372,45.24454286,45.24138332,45.24836407,16.38109277,59.25244981,54.83921928,64.75684336,21816791.3,24891793.67,18773538.2
7/27/20,United States of America,531.3333333,,,149040,,,1020.334198,1020.334198,1020.334198,149412.8112,149402.4486,149425.344,56935,,,,0.162002375,,,45.4419712,,,0.311097673,0.311097673,0.311097673,45.55564053,45.55248099,45.55946174,17.35935742,58.87572132,54.6166732,64.36191268,22009891.14,25102887.06,18952669.27
7/28/20,United States of America,1273,,,150313,,,1035.3364,1035.3364,1035.3364,150448.1476,150437.785,150460.6804,67567,,,,0.388134926,,,45.83010613,,,0.315671812,0.315671812,0.315671812,45.87131234,45.86815281,45.87513355,20.60103105,58.46890054,54.45975913,63.94461818,22201656.7,25312611.81,19131285.7
7/29/20,United States of America,1404,,,151717,,,1052.241885,1052.241885,1052.241885,151500.3895,151490.0269,151512.9223,72497,,,,0.42807654,,,46.25818267,,,0.320826258,0.320826258,0.320826258,46.1921386,46.18897906,46.19595981,22.10417731,58.03529607,54.30122384,63.69782371,22392000.12,25521527.12,19309382.16
7/30/20,United States of America,1393.6,,,153110.6,,,1071.517641,1071.517641,1071.517641,152571.9071,152561.5445,152584.4399,68617,,,,0.424905603,,,46.68308827,,,0.326703393,0.326703393,0.326703393,46.51884199,46.51568246,46.5226632,20.92117377,57.57814077,53.96219387,63.06689474,22580844.18,25728373.12,19486366.68
7/31/20,United States of America,1273.6,,,154384.2,,,1092.390699,1092.390699,1092.390699,153664.2978,153653.9352,153676.8306,69771,,,,0.388317864,,,47.07140614,,,0.333067544,0.333067544,0.333067544,46.85190954,46.84875,46.85573075,21.27302585,57.10054384,53.52217627,62.39234736,22768121.82,25933006.75,19661908.04
8/1/20,United States of America,1164.766667,,,155548.9667,,,1113.786014,1113.786014,1113.786014,154778.0839,154767.7213,154790.6166,59066.5,,,,0.355134818,,,47.42654095,,,0.339590928,0.339590928,0.339590928,47.19150047,47.18834093,47.19532168,18.00924713,56.60550611,53.30677533,61.72241322,22953775.84,26135443.13,19836742.92
8/2/20,United States of America,492.7666667,,,156041.7333,,,1134.011977,1134.011977,1134.011977,155912.0958,155901.7332,155924.6286,48083.5,,,,0.150243483,,,47.57678444,,,0.34575778,0.34575778,0.34575778,47.53725825,47.53409871,47.54107946,14.66055436,56.09600614,52.94022296,61.04191456,23137758.8,26335647.63,20010375.59
8/3/20,United States of America,513.1,,,156554.8333,,,1150.399835,1150.399835,1150.399835,157062.4957,157052.1331,157075.0284,42750,,,,0.156443072,,,47.73322751,,,0.350754403,0.350754403,0.350754403,47.88801265,47.88485311,47.89183386,13.03438184,55.57496491,52.49897621,60.35883013,23320032.87,26533611.75,20182561.07
8/4/20,United States of America,1327.833333,,,157882.6667,,,1159.556765,1159.556765,1159.556765,158222.0524,158211.6898,158234.5852,59612,,,,0.40485349,,,48.138081,,,0.353546331,0.353546331,0.353546331,48.24155898,48.23839944,48.24538019,18.17556889,55.04515401,51.96125828,59.95351206,23500569.27,26730246.52,20352982.94
8/5/20,United States of America,1464.333333,,,159347,,,1158.021957,1158.021957,1158.021957,159380.0744,159369.7118,159392.6072,54468,,,,0.446472042,,,48.58455304,,,0.353078371,0.353078371,0.353078371,48.59463735,48.59147781,48.59845856,16.6071745,54.50920126,51.50107982,59.52003277,23679347.85,26925459.57,20521895.53
8/6/20,United States of America,1858,,,161205,,,1145.646531,1145.646531,1145.646531,160525.7209,160515.3583,160538.2537,60237,,,,0.566500151,,,49.15105319,,,0.349305131,0.349305131,0.349305131,48.94394248,48.94078294,48.94776369,18.36613003,53.96963787,51.00003662,58.86265575,23856356.78,27118516.56,20689164.8
8/7/20,United States of America,1254.5,,,162459.5,,,1126.364866,1126.364866,1126.364866,161652.0858,161641.7232,161664.6185,59883,,,,0.382494316,,,49.53354751,,,0.343426193,0.343426193,0.343426193,49.28736867,49.28420914,49.29118988,18.2581962,53.42893473,50.57324882,58.45080549,24031592.33,27310222.77,20855034.3
8/8/20,United States of America,1109.833333,,,163569.3333,,,1104.131058,1104.131058,1104.131058,162756.2168,162745.8542,162768.7496,57428.5,,,,0.338385765,,,49.87193327,,,0.336647153,0.336647153,0.336647153,49.62401583,49.62085629,49.62783704,17.5098245,52.88947836,50.12107984,57.97130933,24205058.57,27500356.33,21019420.78
8/9/20,United States of America,502.9166667,,,164072.25,,,1082.013841,1082.013841,1082.013841,163838.2307,163827.8681,163850.7634,45248.5,,,,0.153338196,,,50.02527147,,,0.329903662,0.329903662,0.329903662,49.95391949,49.95075995,49.9577407,13.79616904,52.35350559,49.70422416,57.19724694,24376766.93,27687951.14,21182440.06
8/10/20,United States of America,637.9166667,,,164710.1667,,,1061.948029,1061.948029,1061.948029,164900.1787,164889.8161,164912.7115,47270.5,,,,0.194499401,,,50.21977087,,,0.32378564,0.32378564,0.32378564,50.27770513,50.27454559,50.28152634,14.41267243,51.82312559,49.32650814,56.66689578,24546735.76,27873806.5,21344220.52
8/11/20,United States of America,1199.583333,,,165909.75,,,1044.813468,1044.813468,1044.813468,165944.9922,165934.6296,165957.5249,48603.5,,,,0.365750344,,,50.58552121,,,0.31856135,0.31856135,0.31856135,50.59626648,50.59310694,50.60008769,14.81910123,51.3003148,48.87603687,55.96332434,24714989.88,28057354.3,21504523.52
8/12/20,United States of America,1354.25,,,167264,,,1031.197156,1031.197156,1031.197156,166976.1893,166965.8267,166988.7221,55821,,,,0.412907874,,,50.99842909,,,0.314409765,0.314409765,0.314409765,50.91067624,50.90751671,50.91449745,17.01970125,50.78693522,48.388882,55.35356698,24881560.22,28238902.23,21663228.76
8/13/20,United States of America,1082,,,168346,,,1021.039257,1021.039257,1021.039257,167997.2286,167986.866,168009.7614,51472,,,,0.329899442,,,51.32832853,,,0.311312644,0.311312644,0.311312644,51.22198889,51.21882935,51.2258101,15.69370063,50.284748,47.90966873,54.97302703,25046483.5,28419202.07,21820362.29
8/14/20,United States of America,1339,,,169685,,,1013.323173,1013.323173,1013.323173,169010.5518,169000.1892,169023.0845,65455,,,,0.408258182,,,51.73658671,,,0.308960027,0.308960027,0.308960027,51.53094892,51.52778938,51.53477013,19.95708686,49.79543972,47.37916844,54.48713693,25209801.95,28597908.28,21975755.88
8/15/20,United States of America,1084.5,,,170769.5,,,1007.36052,1007.36052,1007.36052,170017.9123,170007.5497,170030.4451,50011.16667,,,,0.330661687,,,52.0672484,,,0.307142027,0.307142027,0.307142027,51.83809094,51.83493141,51.84191215,15.24829573,49.3205718,46.90437764,54.02615479,25371562.94,28775102.58,22129592.26
8/16/20,United States of America,533,,,171302.5,,,1002.440385,1002.440385,1002.440385,171020.3527,171009.9901,171032.8854,40746.16667,,,,0.162510538,,,52.22975894,,,0.305641889,0.305641889,0.305641889,52.14373283,52.1405733,52.14755404,12.42341742,48.86153817,46.50676894,53.55621652,25531818.39,28950755.58,22282124.57
8/17/20,United States of America,486,,,171788.5,,,997.7206043,997.7206043,997.7206043,172018.0733,172007.7107,172030.606,34705.66667,,,,0.148180341,,,52.37793928,,,0.304202838,0.304202838,0.304202838,52.44793567,52.44477613,52.45175688,10.58168213,48.41950574,46.244084,53.06326668,25690624.07,29124791.81,22433795.33
8/18/20,United States of America,1230.5,,,173019,,,992.4330857,992.4330857,992.4330857,173010.5064,173000.1438,173023.0391,45690.5,,,,0.375176768,,,52.75311604,,,0.302590685,0.302590685,0.302590685,52.75052635,52.74736682,52.75434757,13.93093388,47.99548644,45.84127035,52.5653639,25848039.06,29297195.02,22584144.95
8/19/20,United States of America,1366,,,174385,,,985.9596582,985.9596582,985.9596582,173996.466,173986.1034,174008.9988,46565.5,,,,0.416490423,,,53.16960647,,,0.300616951,0.300616951,0.300616951,53.05114331,53.04798377,53.05496452,14.19771947,47.59036965,45.47248854,52.05931107,26004125.35,29467938.49,22733285.04
8/20/20,United States of America,1104,,,175489,,,978.0099583,978.0099583,978.0099583,174974.476,174964.1134,174987.0087,44384,,,,0.336607194,,,53.50621366,,,0.298193105,0.298193105,0.298193105,53.34933641,53.34617687,53.35315762,13.53258488,47.20493447,45.09843733,51.557468,26158947.49,29637036.02,22881198.32
8/21/20,United States of America,1110.5,,,176599.5,,,969.2528723,969.2528723,969.2528723,175943.7289,175933.3662,175956.2616,50623,,,,0.33858903,,,53.84480269,,,0.295523088,0.295523088,0.295523088,53.6448595,53.64169996,53.64868071,15.43484238,46.83988583,44.82105206,51.28604893,26312572.35,29805243.35,23028201.84
8/22/20,United States of America,959,,,177558.5,,,960.3246549,960.3246549,960.3246549,176904.0535,176893.6909,176916.5863,43533.66667,,,,0.29239701,,,54.1371997,,,0.292800894,0.292800894,0.292800894,53.93766039,53.93450086,53.9414816,13.2733201,46.49588233,44.48451323,50.91686354,26465068.96,29972239.83,23174101.58
8/23/20,United States of America,529.3333333,,,178087.8333,,,951.6929086,951.6929086,951.6929086,177855.7464,177845.3838,177868.2792,35247.66667,,,,0.16139258,,,54.29859228,,,0.290169094,0.290169094,0.290169094,54.22782949,54.22466995,54.2316507,10.74693675,46.17357392,44.20594707,50.28595693,26616508.46,30137167.07,23319087.69
8/24/20,United States of America,456.5,,,178544.3333,,,943.5198883,943.5198883,943.5198883,178799.2663,178788.9037,178811.7991,35429.66667,,,,0.139185855,,,54.43777814,,,0.287677158,0.287677158,0.287677158,54.51550664,54.51234711,54.51932786,10.80242816,45.87359595,43.97363956,50.13124779,26766964.1,30301586.9,23463311.87
8/25/20,United States of America,1226,,,179770.3333,,,935.5745126,935.5745126,935.5745126,179734.8408,179724.4782,179747.3736,40981,,,,0.373804728,,,54.81158287,,,0.28525463,0.28525463,0.28525463,54.80076128,54.79760174,54.80458249,12.49501759,45.59654619,43.75086918,49.9828709,26916511.07,30465520.09,23606805.41
8/26/20,United States of America,1173.666667,,,180944,,,927.3358453,927.3358453,927.3358453,180662.1767,180651.8141,180674.7094,44522,,,,0.357848409,,,55.16943127,,,0.282742678,0.282742678,0.282742678,55.08350395,55.08034442,55.08732516,13.57466077,45.34298661,43.53406747,49.34641043,27065226.42,30627365.82,23749587.9
8/27/20,United States of America,1146.5,,,182090.5,,,918.4242201,918.4242201,918.4242201,181580.6009,181570.2383,181593.1336,43916,,,,0.349565351,,,55.51899663,,,0.280025543,0.280025543,0.280025543,55.3635295,55.36036996,55.36735071,13.3898927,45.11345339,43.23534595,48.99838326,27213188.95,30788070.09,23891390.64
8/28/20,United States of America,981.5,,,183072,,,908.4036506,908.4036506,908.4036506,182489.0045,182478.6419,182501.5373,47258,,,,0.299257211,,,55.81825384,,,0.276970293,0.276970293,0.276970293,55.64049979,55.63734025,55.644321,14.40886121,44.90845882,43.04248886,48.8812459,27360479.15,30948390.18,24032560.84
8/29/20,United States of America,971,,,184043,,,896.9565668,896.9565668,896.9565668,183385.9611,183375.5985,183398.4939,45872,,,,0.296055784,,,56.11430962,,,0.273480103,0.273480103,0.273480103,55.91397989,55.91082036,55.9178011,13.98627283,44.72848123,42.87276416,48.65785585,27507179.05,31107977.6,24173174.39
8/30/20,United States of America,409,,,184452,,,883.746996,883.746996,883.746996,184269.7081,184259.3455,184282.2409,33462,,,,0.124703209,,,56.23901283,,,0.269452533,0.269452533,0.269452533,56.18343243,56.18027289,56.18725364,10.20249088,44.57402914,42.77940165,48.29464389,27653372.38,31266373.76,24313481.73
8/31/20,United States of America,523,,,184975,,,868.4495411,868.4495411,868.4495411,185138.1576,185127.795,185150.6904,34851,,,,0.15946156,,,56.39847439,,,0.264788373,0.264788373,0.264788373,56.4482208,56.44506126,56.45204201,10.62599395,44.44568006,42.69354192,48.23511007,27799144.76,31424574.66,24453507.47
9/1/20,United States of America,1062.166667,,,186037.1667,,,850.8858219,850.8858219,850.8858219,185989.0435,185978.6809,186001.5762,38587,,,,0.323852302,,,56.72232669,,,0.259433233,0.259433233,0.259433233,56.70765403,56.70449449,56.71147524,11.76509221,44.34400532,42.59587749,47.92242005,27944583.67,31581750.01,24593212.88
9/2/20,United States of America,1104.166667,,,187141.3333,,,831.4261363,831.4261363,831.4261363,186820.4696,186810.107,186833.0024,40307,,,,0.33665801,,,57.0589847,,,0.253500017,0.253500017,0.253500017,56.96115405,56.95799451,56.96497526,12.28951646,44.26958454,42.51485144,47.67436266,28089778.49,31738111.78,24732652.55
9/3/20,United States of America,1040.166667,,,188181.5,,,810.8169021,810.8169021,810.8169021,187631.2865,187620.9239,187643.8193,45904,,,,0.31714455,,,57.37612925,,,0.247216306,0.247216306,0.247216306,57.20837035,57.20521082,57.21219157,13.99602956,44.22302601,42.46887759,47.46116059,28234820.61,31893774.29,24871941.44
9/4/20,United States of America,977,,,189158.5,,,790.0064256,790.0064256,790.0064256,188421.2929,188410.9303,188433.8257,48476,,,,0.297885171,,,57.67401442,,,0.240871238,0.240871238,0.240871238,57.44924159,57.44608206,57.4530628,14.78022676,44.20492897,42.37497162,47.41287489,28379803.37,32049278.43,25010922.33
9/5/20,United States of America,800.3333333,,,189958.8333,,,770.4664198,770.4664198,770.4664198,189191.7593,189181.3967,189204.2921,44572.25,,,,0.244019889,,,57.91803431,,,0.234913532,0.234913532,0.234913532,57.68415512,57.68099559,57.68797634,13.58998189,44.21586112,42.33907958,47.38927552,28524821.99,32204705.18,25149785.51
9/6/20,United States of America,426.1333333,,,190384.9667,,,753.7241176,753.7241176,753.7241176,189945.4835,189935.1209,189958.0162,31759.25,,,,0.129927125,,,58.04796144,,,0.229808841,0.229808841,0.229808841,57.91396397,57.91080443,57.91778518,9.683326113,44.25635869,42.40042174,47.41869003,28669973.43,32360228.39,25288849.87
9/7/20,United States of America,290.1333333,,,190675.1,,,740.8443483,740.8443483,740.8443483,190686.3278,190675.9652,190698.8606,23214.25,,,,0.088461021,,,58.13642246,,,0.225881827,0.225881827,0.225881827,58.13984579,58.13668626,58.143667,7.077974235,44.32692996,42.43770745,47.4477619,28815356.34,32515846.96,25428036.53
9/8/20,United States of America,403.8,,,191078.9,,,732.3766013,732.3766013,732.3766013,191418.7044,191408.3418,191431.2372,26912.25,,,,0.12311774,,,58.2595402,,,0.22330003,0.22330003,0.22330003,58.36314582,58.35998629,58.36696703,8.205486376,44.42807446,42.45667718,47.4902778,28961070.97,32671604.97,25567285.4
9/9/20,United States of America,1067.8,,,192146.7,,,728.0522426,728.0522426,728.0522426,192146.7567,192136.394,192159.2894,33775,,,,0.325569893,,,58.58511009,,,0.221981542,0.221981542,0.221981542,58.58512736,58.58196783,58.58894858,10.2979239,44.56027406,42.56308557,47.55131393,29107219.19,32827563.17,25706883.26
9/10/20,United States of America,935.3,,,193082,,,727.1503493,727.1503493,727.1503493,192873.907,192863.5444,192886.4398,36077,,,,0.285170932,,,58.87028102,,,0.221706557,0.221706557,0.221706557,58.80683392,58.80367438,58.81065513,10.99979868,44.7239965,42.63352207,47.74766321,29253904.39,32984165.35,25846712.15
9/11/20,United States of America,1190,,,194272,,,729.0297605,729.0297605,729.0297605,193602.9368,193592.5742,193615.4695,46237,,,,0.362828407,,,59.23310943,,,0.222279585,0.222279585,0.222279585,59.02911351,59.02595397,59.03293472,14.09756054,44.91972673,42.71096926,47.90809094,29401231.54,33141293.69,25986795.04
9/12/20,United States of America,730.8333333,,,195002.8333,,,732.8722921,732.8722921,732.8722921,194335.8091,194325.4464,194348.3418,41397.5,,,,0.222829491,,,59.45593892,,,0.223451165,0.223451165,0.223451165,59.25256467,59.24940513,59.25638588,12.62200753,45.14796097,42.90404124,48.16565959,29549307.25,33299266.81,26127511.17
9/13/20,United States of America,433.8333333,,,195436.6667,,,737.8489927,737.8489927,737.8489927,195073.658,195063.2954,195086.1908,33699,,,,0.132274838,,,59.58821376,,,0.22496855,0.22496855,0.22496855,59.47753322,59.47437368,59.48135443,10.27475166,45.40922836,43.15082752,48.28237397,29698239.86,33457622.73,26269036.71
9/14/20,United States of America,428.5,,,195865.1667,,,743.1857647,743.1857647,743.1857647,195816.8438,195806.4812,195829.3766,33096,,,,0.130648716,,,59.71886247,,,0.22659572,0.22659572,0.22659572,59.70412894,59.7009694,59.70795015,10.09089827,45.70410442,43.47475047,48.62066696,29848139.6,33617088.18,26411624.64
9/15/20,United States of America,992.1666667,,,196857.3333,,,748.0806882,748.0806882,748.0806882,196564.9245,196554.5619,196577.4573,39407.5,,,,0.302509454,,,60.02137193,,,0.228088172,0.228088172,0.228088172,59.93221711,59.92905758,59.93603832,12.01526087,46.0332028,43.84852648,48.94050158,29999118.71,33777602.61,26555438.48
9/16/20,United States of America,899.6666667,,,197757,,,752.1862765,752.1862765,752.1862765,197317.1108,197306.7482,197329.6435,38214,,,,0.274306406,,,60.29567833,,,0.229339956,0.229339956,0.229339956,60.16155707,60.15839753,60.16537828,11.65136532,46.3971784,44.22500039,49.20204393,30151291.59,33938974.85,26700487.08
9/17/20,United States of America,821,,,198578,,,755.5818458,755.5818458,755.5818458,198072.6926,198062.33,198085.2254,45111,,,,0.250321111,,,60.54599944,,,0.230375258,0.230375258,0.230375258,60.39193233,60.38877279,60.39575354,13.75424559,46.79672119,44.58037551,49.31364317,30304774.88,34100713.11,26846701.23
9/18/20,United States of America,891,,,199469,,,758.4679428,758.4679428,758.4679428,198831.1606,198820.798,198843.6933,48303,,,,0.271663958,,,60.8176634,,,0.231255223,0.231255223,0.231255223,60.62318755,60.62002801,60.62700876,14.72747943,47.2325513,45.04544353,49.68610446,30459687.6,34263672.96,26994440.7
9/19/20,United States of America,648.6666667,,,200117.6667,,,761.0020498,761.0020498,761.0020498,199592.1626,199581.8,199604.6954,42863.66667,,,,0.197777053,,,61.01544046,,,0.232027867,0.232027867,0.232027867,60.85521542,60.85205588,60.85903663,13.06903856,47.70539756,45.50623745,50.17694105,30616151.16,34428242.66,27143691.48
9/20/20,United States of America,273.6666667,,,200391.3333,,,762.5574589,762.5574589,762.5574589,200354.7201,200344.3575,200367.2528,39674.16667,,,,0.08344037,,,61.09888083,,,0.232502107,0.232502107,0.232502107,61.08771752,61.08455799,61.09153874,12.09656696,48.21602281,45.94126864,50.7085995,30774289.46,34594556.08,27294369.07
9/21/20,United States of America,480.6666667,,,200872,,,761.8185086,761.8185086,761.8185086,201116.5386,201106.176,201129.0713,36743.16667,,,,0.146554219,,,61.24543505,,,0.232276803,0.232276803,0.232276803,61.31999433,61.31683479,61.32381554,11.20291144,48.76522194,46.46746696,51.13720449,30934229.01,34762275.23,27446772.48
9/22/20,United States of America,1043,,,201915,,,758.4008197,758.4008197,758.4008197,201874.9394,201864.5768,201887.4722,38618,,,,0.318008427,,,61.56344347,,,0.231234757,0.231234757,0.231234757,61.55122908,61.54806955,61.5550503,11.77454404,49.35381165,47.02474766,51.67006066,31096099.02,34931742.04,27601003.65
9/23/20,United States of America,1066,,,202981,,,753.1328306,753.1328306,753.1328306,202628.0722,202617.7096,202640.605,38149,,,,0.325021077,,,61.88846455,,,0.229628559,0.229628559,0.229628559,61.78085764,61.77769811,61.78467885,11.63154696,49.9826084,47.65901703,52.28551634,31260031.34,35103227.41,27757315.09
